2.900000000000000000e+01,6.200000000000000000e+01,2.880000000000000000e+02,2.910000000000000000e+02,1.104000000000000000e+03,1.104000000000000000e+03,1.439000000000000000e+03,1.444000000000000000e+03,1.810000000000000000e+03,1.854000000000000000e+03
7.850000000000000000e+02,1.045000000000000000e+03,1.236000000000000000e+03,1.316000000000000000e+03,1.329000000000000000e+03,1.350000000000000000e+03,1.499000000000000000e+03,1.695000000000000000e+03,1.702000000000000000e+03,1.952000000000000000e+03
2.600000000000000000e+01,2.910000000000000000e+02,4.800000000000000000e+02,8.170000000000000000e+02,1.037000000000000000e+03,1.075000000000000000e+03,1.444000000000000000e+03,1.837000000000000000e+03,1.927000000000000000e+03,1.931000000000000000e+03
2.500000000000000000e+01,4.540000000000000000e+02,6.410000000000000000e+02,6.630000000000000000e+02,6.910000000000000000e+02,1.081000000000000000e+03,1.384000000000000000e+03,1.422000000000000000e+03,1.953000000000000000e+03,1.987000000000000000e+03
3.100000000000000000e+01,1.800000000000000000e+02,2.880000000000000000e+02,5.910000000000000000e+02,7.470000000000000000e+02,1.037000000000000000e+03,1.139000000000000000e+03,1.519000000000000000e+03,1.685000000000000000e+03,1.965000000000000000e+03
1.720000000000000000e+02,3.500000000000000000e+02,4.630000000000000000e+02,7.980000000000000000e+02,7.980000000000000000e+02,9.370000000000000000e+02,1.099000000000000000e+03,1.446000000000000000e+03,1.872000000000000000e+03,1.965000000000000000e+03
4.020000000000000000e+02,4.020000000000000000e+02,8.030000000000000000e+02,8.190000000000000000e+02,9.950000000000000000e+02,1.292000000000000000e+03,1.610000000000000000e+03,1.645000000000000000e+03,1.952000000000000000e+03,1.987000000000000000e+03
1.830000000000000000e+02,3.850000000000000000e+02,4.010000000000000000e+02,9.890000000000000000e+02,1.216000000000000000e+03,1.345000000000000000e+03,1.697000000000000000e+03,1.776000000000000000e+03,1.852000000000000000e+03,1.916000000000000000e+03
4.540000000000000000e+02,7.090000000000000000e+02,7.250000000000000000e+02,8.000000000000000000e+02,1.399000000000000000e+03,1.429000000000000000e+03,1.807000000000000000e+03,1.852000000000000000e+03,1.948000000000000000e+03,1.962000000000000000e+03
1.770000000000000000e+02,2.140000000000000000e+02,2.180000000000000000e+02,3.060000000000000000e+02,4.020000000000000000e+02,1.002000000000000000e+03,1.183000000000000000e+03,1.190000000000000000e+03,1.729000000000000000e+03,1.842000000000000000e+03
2.040000000000000000e+02,3.850000000000000000e+02,4.800000000000000000e+02,9.890000000000000000e+02,1.032000000000000000e+03,1.261000000000000000e+03,1.302000000000000000e+03,1.519000000000000000e+03,1.703000000000000000e+03,1.722000000000000000e+03
1.540000000000000000e+02,4.010000000000000000e+02,7.480000000000000000e+02,7.980000000000000000e+02,9.960000000000000000e+02,1.405000000000000000e+03,1.430000000000000000e+03,1.525000000000000000e+03,1.777000000000000000e+03,1.895000000000000000e+03
7.460000000000000000e+02,8.710000000000000000e+02,9.320000000000000000e+02,9.560000000000000000e+02,1.206000000000000000e+03,1.316000000000000000e+03,1.316000000000000000e+03,1.384000000000000000e+03,1.610000000000000000e+03,1.804000000000000000e+03
3.600000000000000000e+01,3.600000000000000000e+01,1.240000000000000000e+02,1.770000000000000000e+02,6.430000000000000000e+02,6.770000000000000000e+02,6.860000000000000000e+02,1.250000000000000000e+03,1.429000000000000000e+03,1.955000000000000000e+03
2.440000000000000000e+02,3.250000000000000000e+02,3.260000000000000000e+02,5.090000000000000000e+02,6.360000000000000000e+02,7.050000000000000000e+02,1.038000000000000000e+03,1.168000000000000000e+03,1.561000000000000000e+03,1.970000000000000000e+03
