3.174870597385714283e-02,2.969340211014285386e-02,3.058636095614287662e-02,3.015672271699999449e-02,3.105472495228570398e-02,3.020597245600000272e-02,3.075325317685714821e-02,3.117880880142857164e-02,3.023011592757142776e-02,2.975491223614286709e-02,3.092052117299998876e-02,3.116824698014285938e-02,2.977916734285713379e-02,2.998592890385714735e-02,3.063654371857141637e-02,3.097923352800000668e-02,3.119065146742856787e-02,3.024114176628570766e-02,3.087148192171429092e-02,3.071008672857141950e-02,3.091228551057143351e-02,3.107753710057141808e-02,3.042940670585714616e-02,3.068707027528570774e-02,3.076882613085711593e-02,3.127933552642858661e-02,3.066215655585713407e-02,3.033957112128571332e-02,3.039826412428570795e-02,3.062621722471427568e-02,3.106339605828570966e-02,3.216998751071429435e-02
3.153249373714285542e-02,3.063106260285712590e-02,3.061170203571430062e-02,3.074830199142855949e-02,3.054492425571429456e-02,3.065488355571427750e-02,3.055368214714287642e-02,3.069655562285716552e-02,3.070682808142857767e-02,3.054855846285714147e-02,3.039471287142855513e-02,3.044177538142856659e-02,3.056215052428571180e-02,3.043135800000000904e-02,3.061480736428570659e-02,3.058561842571427825e-02,3.053759352428571036e-02,3.070059235285712770e-02,3.070037778714286916e-02,3.065259575000000083e-02,3.058049608714285064e-02,3.078129171000000899e-02,3.057471298142857424e-02,3.079343038857142861e-02,3.062295439571430244e-02,3.051138155571428770e-02,3.073860809714284992e-02,3.060165654142856309e-02,3.049045100714286444e-02,3.054079527571428379e-02,3.040314528714286452e-02,3.067102232714283977e-02
3.167310248857142102e-02,3.057470492000001136e-02,3.064541648285713793e-02,3.058528965285713455e-02,3.064840231857143826e-02,3.056953016857142866e-02,3.064622571142856453e-02,3.063036600142856475e-02,3.059681851571429204e-02,3.054322942714285741e-02,3.059776704999999167e-02,3.056790184285712239e-02,3.056728044285713861e-02,3.060701250142856475e-02,3.056546248285713085e-02,3.061664590285713763e-02,3.065190569142856036e-02,3.063155364571428993e-02,3.060843692857143084e-02,3.060691154857143881e-02,3.066458618285715365e-02,3.061262813714286588e-02,3.063606432571429686e-02,3.059836127142856119e-02,3.060218864428572785e-02,3.060469198142857714e-02,3.058090593857142395e-02,3.060112911285712764e-02,3.057780949000001372e-02,3.060895998714284472e-02,3.058430870000000343e-02,3.061472454285716835e-02
3.158370236428572481e-02,3.084036341285713648e-02,3.042380765000000237e-02,3.024238233857142605e-02,3.078875781285715305e-02,3.028165499028571267e-02,3.050098894857141904e-02,3.045777611885715219e-02,3.047982030757143829e-02,3.076528621571428604e-02,3.061850911542856116e-02,3.055029167485714958e-02,3.047127963814286883e-02,3.062256514714285782e-02,3.050337848428571336e-02,3.059275850571426675e-02,3.043764783571429461e-02,3.056308793928573520e-02,3.076682535857142714e-02,3.062638924571429999e-02,3.040979983342855311e-02,3.042182764142857196e-02,3.098331542714284972e-02,3.086429760571427275e-02,3.098494063142858551e-02,3.051590515000000142e-02,3.061193881857143806e-02,3.020956810814284105e-02,3.056508109714283980e-02,3.109930472428572290e-02,3.002286211485714201e-02,3.060234675942856072e-02
3.099831532471429216e-02,3.088129536042856504e-02,2.991900788542857514e-02,3.016426922185713386e-02,2.971518779542856731e-02,3.050471725400000222e-02,3.083710210614285310e-02,3.178176805371427799e-02,3.266262299400001651e-02,3.017045563428570262e-02,3.092529468799999973e-02,3.121598615871428936e-02,3.010246369128570867e-02,3.108230300857144426e-02,3.080259778385713298e-02,2.958947934600000135e-02,3.009917148328574571e-02,3.004787538842856875e-02,3.144824615585713884e-02,2.991508997657141636e-02,3.106295829185714077e-02,2.938816651614285097e-02,2.927623382300000021e-02,2.979698352428570771e-02,3.046956804757141452e-02,2.894446298400001408e-02,3.098084962100000617e-02,3.276193439671429980e-02,3.026644694914285699e-02,3.165034565671430433e-02,3.208932485014284741e-02,3.172874714042859395e-02
3.176422337714286670e-02,3.051369057428572271e-02,3.062803511285713473e-02,3.064763976142857727e-02,3.063116889285713920e-02,3.058326728999999355e-02,3.064328393142858042e-02,3.058408869000000044e-02,3.054098854142857367e-02,3.057044213857140411e-02,3.059366119571427928e-02,3.052092068571429090e-02,3.066122787714285411e-02,3.059248331999998849e-02,3.058288257571428401e-02,3.059793166428571853e-02,3.056826519714284096e-02,3.060710434571427968e-02,3.063464368571428009e-02,3.064048127285714032e-02,3.055556084857144125e-02,3.065549455714286151e-02,3.058939352285713550e-02,3.055725057285713780e-02,3.057216768142856367e-02,3.065862323571429127e-02,3.070501151714287100e-02,3.071065937000000065e-02,3.052296406000001502e-02,3.058512544428569277e-02,3.050357908571431007e-02,3.062270474285713404e-02
3.197444734571429359e-02,3.052483517914286043e-02,3.077328309714286170e-02,3.075509360714284712e-02,3.052849191371426185e-02,3.103788689285714303e-02,3.053105070428572057e-02,3.056431142428570405e-02,3.051370315857141260e-02,3.082643652857144229e-02,3.028538467957142544e-02,3.014256030999999669e-02,3.054829893571429575e-02,3.035075837571426377e-02,3.062982640714286345e-02,3.073938696000000012e-02,3.075944483571428287e-02,3.049623971571429129e-02,3.073833099514285822e-02,3.076507768571429269e-02,3.046331368157140576e-02,3.043826795728572093e-02,3.032052211857143645e-02,3.060745413428573106e-02,3.073308410714286482e-02,3.039001460642856700e-02,3.068905691371429795e-02,3.054410510428571396e-02,3.079379060999998252e-02,3.050739481571428449e-02,3.102298616428569508e-02,3.067734903142856073e-02
3.192885848728570924e-02,3.054275417585713623e-02,3.098130325600000068e-02,3.104392912528570678e-02,3.101335178371429288e-02,3.044092971571428496e-02,3.049176374871427966e-02,3.050023672799999364e-02,3.058626181300000066e-02,3.046578846085712736e-02,3.160068490542856240e-02,3.124390167414286060e-02,3.029435491914284767e-02,3.058543752414286110e-02,3.068974164014287229e-02,3.045716543999999956e-02,3.122286505142857910e-02,3.023976286457142476e-02,3.027907676057143074e-02,3.110349323899999283e-02,3.022519348600000502e-02,3.001927879657141640e-02,3.001615556957143438e-02,3.029138684828570210e-02,3.068371735228572067e-02,3.009886185499999894e-02,3.079966486742857432e-02,2.988424895257143707e-02,3.056792397457144123e-02,3.115307616442856628e-02,2.986247599542856887e-02,3.125029017971426432e-02
3.145976686000001576e-02,3.081354107142858512e-02,3.061338680500000006e-02,3.064778709428571044e-02,3.072561965571428064e-02,3.032064986514284438e-02,3.044614627285713304e-02,3.057897703571429635e-02,3.071643605571426974e-02,3.054036299571429372e-02,3.127212703142856487e-02,3.083162628285713788e-02,3.052596982857141636e-02,3.017975055428571973e-02,3.051083897628571392e-02,3.046282533142857796e-02,3.091139565428572059e-02,3.054210314242857688e-02,3.059136663428572642e-02,3.109348914999998312e-02,3.034035057857143933e-02,3.054603744571428303e-02,3.027275863728571756e-02,3.052689677542856639e-02,3.077818928285713795e-02,3.069875489571427529e-02,3.061455641428570754e-02,3.053368716857142104e-02,3.068317761571428062e-02,3.081188058142857178e-02,3.074429754142856547e-02,3.044172753571428719e-02
3.174249792285715327e-02,3.064000214214286297e-02,3.063699213357141266e-02,3.064994595471428121e-02,3.060097587114285825e-02,3.064342484214285789e-02,3.056161908742857647e-02,3.053467020114286612e-02,3.061571766957143018e-02,3.061570563899999528e-02,3.060063456157144021e-02,3.064332754899999275e-02,3.055859522228571157e-02,3.059305156528570671e-02,3.063778999142858367e-02,3.059606093814285291e-02,3.060311754014285665e-02,3.063029229099999140e-02,3.058577681628571812e-02,3.059769719628572388e-02,3.051291586528569882e-02,3.064908922771429969e-02,3.056545330985712197e-02,3.052920807099999967e-02,3.057336002585713322e-02,3.058374841557141496e-02,3.057325104514285047e-02,3.057250632628570955e-02,3.061631020842858417e-02,3.061518036714286004e-02,3.063667425499998556e-02,3.065983153371430389e-02
3.151321282142858365e-02,3.092492570428572243e-02,3.047052382000000129e-02,3.015115591142856349e-02,3.069376377714283857e-02,3.059197796714284087e-02,3.070505453285715669e-02,3.053262383042857492e-02,3.052966519142857882e-02,3.073044594571427285e-02,3.026111567428570875e-02,3.045040871157141116e-02,3.057049882714285571e-02,3.072306489142858504e-02,3.078223791857143121e-02,3.057993190428571345e-02,3.044871123571429167e-02,3.065620920142858585e-02,3.073960937428571460e-02,3.054211675714285992e-02,3.071740994714286521e-02,3.068326351000000285e-02,3.053340337000001389e-02,3.074878625714286273e-02,3.081533835571428903e-02,3.071294113857142224e-02,3.071613063714284664e-02,3.059528099285713232e-02,3.064303398714285365e-02,3.039693415000001633e-02,3.074303883142857213e-02,3.055726310428573053e-02
3.157448263857143972e-02,3.049790239285713953e-02,3.077000463142857620e-02,3.060421917000000214e-02,3.066363630285713279e-02,3.062959980714286684e-02,3.056763140142857577e-02,3.075270324428571247e-02,3.062504552142859132e-02,3.066536339428572316e-02,3.066876763571428979e-02,3.040235863142856307e-02,3.064316042571429630e-02,3.051121913285714804e-02,3.058475476714286878e-02,3.067127975857144098e-02,3.088331424999999145e-02,3.061592135428569880e-02,3.051173600857143287e-02,3.059476587142856072e-02,3.059597696857143528e-02,3.072163440142856861e-02,3.048031526428572960e-02,3.069879814428571815e-02,3.066565087428570549e-02,3.066399048285712789e-02,3.056740017571427798e-02,3.065160586428572129e-02,3.067401591857143311e-02,3.058732317999999020e-02,3.031541505999999289e-02,3.060097228999998989e-02
2.886140162757144106e-02,3.122241368742856640e-02,3.174944637057141444e-02,3.065396386500000153e-02,3.130435262999999718e-02,3.221277625599999750e-02,3.042445094742855446e-02,3.049257826842857039e-02,3.070434537371428962e-02,2.984368274171428706e-02,3.123454925257143286e-02,3.137223128771426256e-02,2.990137033242858469e-02,2.870070556242857590e-02,3.067770315528570158e-02,2.847553433457142638e-02,2.935828521757144136e-02,3.072104631657144105e-02,2.961053922228573318e-02,2.960001027371428686e-02,3.324935436271429096e-02,3.054516533471427972e-02,2.826413422199998762e-02,3.410655013014286807e-02,2.927629984028572163e-02,2.876725357885714235e-02,3.455828560757141787e-02,2.794436604299998031e-02,2.948558599185713627e-02,2.923092635557142729e-02,3.014496860371428111e-02,3.317939166057141259e-02
