4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.395000000000000000e+03,1.752000000000000000e+03,1.957000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.395000000000000000e+03,1.752000000000000000e+03,1.957000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.395000000000000000e+03,1.752000000000000000e+03,1.957000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.395000000000000000e+03,1.752000000000000000e+03,1.957000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.395000000000000000e+03,1.752000000000000000e+03,1.957000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.395000000000000000e+03,1.752000000000000000e+03,1.957000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.395000000000000000e+03,1.752000000000000000e+03,1.957000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,1.115000000000000000e+03,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,1.115000000000000000e+03,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,1.115000000000000000e+03,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
4.790000000000000000e+02,4.790000000000000000e+02,8.380000000000000000e+02,8.780000000000000000e+02,1.174000000000000000e+03,1.304000000000000000e+03,1.325000000000000000e+03,1.752000000000000000e+03,1.788000000000000000e+03,1.811000000000000000e+03
