1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
2.740000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
2.740000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
2.740000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
2.740000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
2.740000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
2.740000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
2.740000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
1.510000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
2.740000000000000000e+02,2.740000000000000000e+02,7.600000000000000000e+02,1.449000000000000000e+03,1.521000000000000000e+03
