6.480000000000000000e+02,8.260000000000000000e+02,1.338000000000000000e+03,1.350000000000000000e+03,1.589000000000000000e+03
2.630000000000000000e+02,6.740000000000000000e+02,9.140000000000000000e+02,1.529000000000000000e+03,1.539000000000000000e+03
2.630000000000000000e+02,6.740000000000000000e+02,9.140000000000000000e+02,1.529000000000000000e+03,1.539000000000000000e+03
3.000000000000000000e+00,4.210000000000000000e+02,6.660000000000000000e+02,1.464000000000000000e+03,1.838000000000000000e+03
3.000000000000000000e+00,4.210000000000000000e+02,6.660000000000000000e+02,1.464000000000000000e+03,1.838000000000000000e+03
3.000000000000000000e+00,4.210000000000000000e+02,6.660000000000000000e+02,1.464000000000000000e+03,1.838000000000000000e+03
3.000000000000000000e+00,4.210000000000000000e+02,6.660000000000000000e+02,1.464000000000000000e+03,1.838000000000000000e+03
3.000000000000000000e+00,4.210000000000000000e+02,6.660000000000000000e+02,1.464000000000000000e+03,1.838000000000000000e+03
3.120000000000000000e+02,1.149000000000000000e+03,1.342000000000000000e+03,1.559000000000000000e+03,1.614000000000000000e+03
3.120000000000000000e+02,1.149000000000000000e+03,1.342000000000000000e+03,1.559000000000000000e+03,1.614000000000000000e+03
7.800000000000000000e+01,6.340000000000000000e+02,6.550000000000000000e+02,1.734000000000000000e+03,1.757000000000000000e+03
7.800000000000000000e+01,6.340000000000000000e+02,6.550000000000000000e+02,1.734000000000000000e+03,1.757000000000000000e+03
7.800000000000000000e+01,6.340000000000000000e+02,6.550000000000000000e+02,1.464000000000000000e+03,1.735000000000000000e+03
7.800000000000000000e+01,6.340000000000000000e+02,6.550000000000000000e+02,1.464000000000000000e+03,1.735000000000000000e+03
3.000000000000000000e+00,6.340000000000000000e+02,1.297000000000000000e+03,1.589000000000000000e+03,1.926000000000000000e+03
3.000000000000000000e+00,6.340000000000000000e+02,1.297000000000000000e+03,1.589000000000000000e+03,1.926000000000000000e+03
3.000000000000000000e+00,6.340000000000000000e+02,1.297000000000000000e+03,1.589000000000000000e+03,1.926000000000000000e+03
1.334000000000000000e+03,1.353000000000000000e+03,1.735000000000000000e+03,1.809000000000000000e+03,1.926000000000000000e+03
6.880000000000000000e+02,8.260000000000000000e+02,9.410000000000000000e+02,1.318000000000000000e+03,1.891000000000000000e+03
7.060000000000000000e+02,7.540000000000000000e+02,8.320000000000000000e+02,1.336000000000000000e+03,1.676000000000000000e+03
7.060000000000000000e+02,7.540000000000000000e+02,8.320000000000000000e+02,1.336000000000000000e+03,1.676000000000000000e+03
7.060000000000000000e+02,7.540000000000000000e+02,8.320000000000000000e+02,1.336000000000000000e+03,1.676000000000000000e+03
4.230000000000000000e+02,6.380000000000000000e+02,8.870000000000000000e+02,1.138000000000000000e+03,1.682000000000000000e+03
4.500000000000000000e+01,9.410000000000000000e+02,1.318000000000000000e+03,1.555000000000000000e+03,1.891000000000000000e+03
4.500000000000000000e+01,1.555000000000000000e+03,1.631000000000000000e+03,1.823000000000000000e+03,1.898000000000000000e+03
4.550000000000000000e+02,6.880000000000000000e+02,8.350000000000000000e+02,1.424000000000000000e+03,1.734000000000000000e+03
4.500000000000000000e+01,8.600000000000000000e+01,1.600000000000000000e+02,7.720000000000000000e+02,1.735000000000000000e+03
4.500000000000000000e+01,8.600000000000000000e+01,1.600000000000000000e+02,7.720000000000000000e+02,1.735000000000000000e+03
7.800000000000000000e+01,1.870000000000000000e+02,1.900000000000000000e+02,1.276000000000000000e+03,1.965000000000000000e+03
3.700000000000000000e+02,6.250000000000000000e+02,7.560000000000000000e+02,1.276000000000000000e+03,1.965000000000000000e+03
7.060000000000000000e+02,7.540000000000000000e+02,8.320000000000000000e+02,1.336000000000000000e+03,1.676000000000000000e+03
7.800000000000000000e+01,6.340000000000000000e+02,6.550000000000000000e+02,1.464000000000000000e+03,1.735000000000000000e+03
2.630000000000000000e+02,6.340000000000000000e+02,1.297000000000000000e+03,1.589000000000000000e+03,1.926000000000000000e+03
1.334000000000000000e+03,1.353000000000000000e+03,1.735000000000000000e+03,1.809000000000000000e+03,1.926000000000000000e+03
7.800000000000000000e+01,1.870000000000000000e+02,1.900000000000000000e+02,1.276000000000000000e+03,1.965000000000000000e+03
2.630000000000000000e+02,6.740000000000000000e+02,9.140000000000000000e+02,1.529000000000000000e+03,1.539000000000000000e+03
3.000000000000000000e+00,4.210000000000000000e+02,6.660000000000000000e+02,1.464000000000000000e+03,1.838000000000000000e+03
4.500000000000000000e+01,1.555000000000000000e+03,1.631000000000000000e+03,1.823000000000000000e+03,1.898000000000000000e+03
3.120000000000000000e+02,1.149000000000000000e+03,1.342000000000000000e+03,1.559000000000000000e+03,1.614000000000000000e+03
